"Date Printed: Sunday, April 16, 2023 10:46:30 PM"
Title: "AIDS classifications | AIDS deaths | AIDS prevalence | HIV deaths | HIV diagnoses | HIV prevalence | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Death data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Death data based on residence at death. See Technical Notes for death reporting by jurisdiction.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



指标 ,年 ,地理 ,案例 ,每 100000 人的比率 
"HIV diagnoses","2012","Vermont","50","14","2.6"
"HIV diagnoses","2013","Vermont","50","13","2.4"
"HIV diagnoses","2014","Vermont","50","16","3.0"
"HIV diagnoses","2015","Vermont","50","14","2.6"
"HIV diagnoses","2016","Vermont","50","5","0.9"
"HIV diagnoses","2017","Vermont","50","20","3.7"
"HIV diagnoses","2018","Vermont","50","18","3.3"
"HIV diagnoses","2019","Vermont","50","11","2.0"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","12","2.2"
"HIV prevalence","2008","Vermont","50","379","71.0"
"HIV prevalence","2009","Vermont","50","389","72.7"
"HIV prevalence","2010","Vermont","50","447","83.2"
"HIV prevalence","2011","Vermont","50","484","89.7"
"HIV prevalence","2012","Vermont","50","542","100.4"
"HIV prevalence","2013","Vermont","50","587","108.4"
"HIV prevalence","2014","Vermont","50","625","115.5"
"HIV prevalence","2015","Vermont","50","635","117.1"
"HIV prevalence","2016","Vermont","50","649","119.8"
"HIV prevalence","2017","Vermont","50","683","125.7"
"HIV prevalence","2018","Vermont","50","703","129.3"
"HIV prevalence","2019","Vermont","50","714","131.2"
"HIV prevalence","2020 (COVID-19 Pandemic)","Vermont","50","722","132.6"
"AIDS classifications","2008","Virginia","51","555","8.6"
"AIDS classifications","2009","Virginia","51","544","8.3"
"AIDS classifications","2010","Virginia","51","623","9.3"
"AIDS classifications","2011","Virginia","51","542","8.0"
"AIDS classifications","2012","Virginia","51","495","7.2"
"AIDS classifications","2013","Virginia","51","459","6.6"
"AIDS classifications","2014","Virginia","51","401","5.8"
"AIDS classifications","2015","Virginia","51","425","6.1"
"AIDS classifications","2016","Virginia","51","398","5.6"
"AIDS classifications","2017","Virginia","51","386","5.4"
"AIDS classifications","2018","Virginia","51","408","5.7"
"AIDS classifications","2019","Virginia","51","379","5.3"
"AIDS classifications","2020 (COVID-19 Pandemic)","Virginia","51","364","5.0"
"AIDS deaths","2008","Virginia","51","286","4.4"
"AIDS deaths","2009","Virginia","51","289","4.4"
"AIDS deaths","2010","Virginia","51","240","3.6"
"AIDS deaths","2011","Virginia","51","233","3.4"
"AIDS deaths","2012","Virginia","51","249","3.6"
"AIDS deaths","2013","Virginia","51","257","3.7"
"AIDS deaths","2014","Virginia","51","233","3.3"
"AIDS deaths","2015","Virginia","51","222","3.2"
"AIDS deaths","2016","Virginia","51","246","3.5"
"AIDS deaths","2017","Virginia","51","230","3.2"
"AIDS deaths","2018","Virginia","51","224","3.1"
"AIDS deaths","2019","Virginia","51","258","3.6"
"AIDS deaths","2020 (COVID-19 Pandemic)","Virginia","51","256","3.5"
"AIDS prevalence","2008","Virginia","51","8,569","132.4"
"AIDS prevalence","2009","Virginia","51","8,821","134.8"
"AIDS prevalence","2010","Virginia","51","9,114","136.2"
"AIDS prevalence","2011","Virginia","51","9,337","138.0"
"AIDS prevalence","2012","Virginia","51","9,950","145.4"
"AIDS prevalence","2013","Virginia","51","9,915","143.5"
"AIDS prevalence","2014","Virginia","51","10,133","145.3"
"AIDS prevalence","2015","Virginia","51","10,204","145.3"
"AIDS prevalence","2016","Virginia","51","10,341","146.2"
"AIDS prevalence","2017","Virginia","51","10,655","149.5"
"AIDS prevalence","2018","Virginia","51","10,898","152.0"
"AIDS prevalence","2019","Virginia","51","11,119","154.1"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Virginia","51","11,292","155.6"
"HIV deaths","2008","Virginia","51","360","5.6"
"HIV deaths","2009","Virginia","51","378","5.8"
"HIV deaths","2010","Virginia","51","315","4.7"
"HIV deaths","2011","Virginia","51","310","4.6"
"HIV deaths","2012","Virginia","51","325","4.7"
"HIV deaths","2013","Virginia","51","321","4.6"
"HIV deaths","2014","Virginia","51","305","4.4"
"HIV deaths","2015","Virginia","51","281","4.0"
"HIV deaths","2016","Virginia","51","317","4.5"
"HIV deaths","2017","Virginia","51","297","4.2"
"HIV deaths","2018","Virginia","51","307","4.3"
"HIV deaths","2019","Virginia","51","330","4.6"
"HIV deaths","2020 (COVID-19 Pandemic)","Virginia","51","334","4.6"
"HIV diagnoses","2008","Virginia","51","1,054","16.3"
"HIV diagnoses","2009","Virginia","51","970","14.8"
"HIV diagnoses","2010","Virginia","51","991","14.8"
"HIV diagnoses","2011","Virginia","51","894","13.2"
"HIV diagnoses","2012","Virginia","51","936","13.7"
"HIV diagnoses","2013","Virginia","51","943","13.6"
"HIV diagnoses","2014","Virginia","51","898","12.9"
"HIV diagnoses","2015","Virginia","51","954","13.6"
"HIV diagnoses","2016","Virginia","51","904","12.8"
"HIV diagnoses","2017","Virginia","51","865","12.1"
"HIV diagnoses","2018","Virginia","51","866","12.1"
"HIV diagnoses","2019","Virginia","51","833","11.5"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","628","8.7"
"HIV prevalence","2008","Virginia","51","18,258","282.1"
"HIV prevalence","2009","Virginia","51","18,832","287.8"
"HIV prevalence","2010","Virginia","51","18,222","272.3"
"HIV prevalence","2011","Virginia","51","18,629","275.4"
"HIV prevalence","2012","Virginia","51","19,667","287.4"
"HIV prevalence","2013","Virginia","51","19,933","288.4"
"HIV prevalence","2014","Virginia","51","20,609","295.6"
"HIV prevalence","2015","Virginia","51","21,030","299.4"
"HIV prevalence","2016","Virginia","51","21,499","304.0"
"HIV prevalence","2017","Virginia","51","22,290","312.8"
"HIV prevalence","2018","Virginia","51","22,896","319.4"
"HIV prevalence","2019","Virginia","51","23,601","327.1"
"HIV prevalence","2020 (COVID-19 Pandemic)","Virginia","51","24,046","331.4"
"AIDS classifications","2008","Washington","53","396","7.3"
"AIDS classifications","2009","Washington","53","370","6.7"
"AIDS classifications","2010","Washington","53","305","5.4"
"AIDS classifications","2011","Washington","53","302","5.3"
"AIDS classifications","2012","Washington","53","260","4.5"
"AIDS classifications","2013","Washington","53","238","4.1"
"AIDS classifications","2014","Washington","53","201","3.4"
"AIDS classifications","2015","Washington","53","202","3.4"
"AIDS classifications","2016","Washington","53","166","2.7"
"AIDS classifications","2017","Washington","53","193","3.1"
"AIDS classifications","2018","Washington","53","198","3.1"
"AIDS classifications","2019","Washington","53","184","2.9"
"AIDS classifications","2020 (COVID-19 Pandemic)","Washington","53","156","2.4"
"AIDS deaths","2008","Washington","53","145","2.7"
"AIDS deaths","2009","Washington","53","164","3.0"
"AIDS deaths","2010","Washington","53","126","2.2"
"AIDS deaths","2011","Washington","53","137","2.4"
"AIDS deaths","2012","Washington","53","130","2.3"
"AIDS deaths","2013","Washington","53","133","2.3"
"AIDS deaths","2014","Washington","53","141","2.4"
"AIDS deaths","2015","Washington","53","120","2.0"
"AIDS deaths","2016","Washington","53","138","2.3"
"AIDS deaths","2017","Washington","53","145","2.3"
"AIDS deaths","2018","Washington","53","171","2.7"
"AIDS deaths","2019","Washington","53","147","2.3"
"AIDS deaths","2020 (COVID-19 Pandemic)","Washington","53","147","2.3"
"AIDS prevalence","2008","Washington","53","5,729","105.1"
"AIDS prevalence","2009","Washington","53","5,928","107.1"
"AIDS prevalence","2010","Washington","53","6,123","109.2"
"AIDS prevalence","2011","Washington","53","6,227","109.5"
"AIDS prevalence","2012","Washington","53","6,331","110.1"
"AIDS prevalence","2013","Washington","53","6,501","111.8"
"AIDS prevalence","2014","Washington","53","6,685","113.3"
"AIDS prevalence","2015","Washington","53","6,830","113.9"
"AIDS prevalence","2016","Washington","53","6,872","112.4"
"AIDS prevalence","2017","Washington","53","7,015","112.7"
"AIDS prevalence","2018","Washington","53","7,101","112.3"
"AIDS prevalence","2019","Washington","53","7,187","112.2"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Washington","53","7,225","111.4"
"HIV deaths","2008","Washington","53","173","3.2"
"HIV deaths","2009","Washington","53","191","3.5"
"HIV deaths","2010","Washington","53","152","2.7"
"HIV deaths","2011","Washington","53","167","2.9"
"HIV deaths","2012","Washington","53","149","2.6"
"HIV deaths","2013","Washington","53","163","2.8"
"HIV deaths","2014","Washington","53","174","2.9"
"HIV deaths","2015","Washington","53","148","2.5"
"HIV deaths","2016","Washington","53","178","2.9"
"HIV deaths","2017","Washington","53","175","2.8"
"HIV deaths","2018","Washington","53","214","3.4"
"HIV deaths","2019","Washington","53","179","2.8"
"HIV deaths","2020 (COVID-19 Pandemic)","Washington","53","184","2.8"
"HIV diagnoses","2008","Washington","53","518","9.5"
"HIV diagnoses","2009","Washington","53","517","9.3"
"HIV diagnoses","2010","Washington","53","535","9.5"
"HIV diagnoses","2011","Washington","53","476","8.4"
"HIV diagnoses","2012","Washington","53","494","8.6"
"HIV diagnoses","2013","Washington","53","440","7.6"
"HIV diagnoses","2014","Washington","53","441","7.5"
"HIV diagnoses","2015","Washington","53","448","7.5"
"HIV diagnoses","2016","Washington","53","423","6.9"
"HIV diagnoses","2017","Washington","53","435","7.0"
"HIV diagnoses","2018","Washington","53","496","7.8"
"HIV diagnoses","2019","Washington","53","480","7.5"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Washington","53","421","6.5"
"HIV prevalence","2008","Washington","53","9,416","172.7"
"HIV prevalence","2009","Washington","53","9,738","176.0"
"HIV prevalence","2010","Washington","53","10,391","185.3"
"HIV prevalence","2011","Washington","53","10,617","186.7"
"HIV prevalence","2012","Washington","53","10,993","191.1"
"HIV prevalence","2013","Washington","53","11,418","196.3"
"HIV prevalence","2014","Washington","53","11,887","201.5"
"HIV prevalence","2015","Washington","53","12,311","205.3"
"HIV prevalence","2016","Washington","53","12,637","206.7"
"HIV prevalence","2017","Washington","53","13,116","210.6"
"HIV prevalence","2018","Washington","53","13,520","213.9"
"HIV prevalence","2019","Washington","53","13,946","217.7"
"HIV prevalence","2020 (COVID-19 Pandemic)","Washington","53","14,303","220.4"
"AIDS classifications","2008","West Virginia","54","61","4.0"
"AIDS classifications","2009","West Virginia","54","57","3.7"
"AIDS classifications","2010","West Virginia","54","44","2.8"
"AIDS classifications","2011","West Virginia","54","56","3.5"
"AIDS classifications","2012","West Virginia","54","55","3.5"
"AIDS classifications","2013","West Virginia","54","47","3.0"
"AIDS classifications","2014","West Virginia","54","48","3.0"
"AIDS classifications","2015","West Virginia","54","33","2.1"
"AIDS classifications","2016","West Virginia","54","41","2.6"
"AIDS classifications","2017","West Virginia","54","40","2.6"
"AIDS classifications","2018","West Virginia","54","37","2.4"
"AIDS classifications","2019","West Virginia","54","42","2.7"
"AIDS classifications","2020 (COVID-19 Pandemic)","West Virginia","54","46","3.0"
"AIDS deaths","2008","West Virginia","54","40","2.6"
"AIDS deaths","2009","West Virginia","54","28","1.8"
"AIDS deaths","2010","West Virginia","54","21","1.3"
"AIDS deaths","2011","West Virginia","54","30","1.9"
"AIDS deaths","2012","West Virginia","54","29","1.8"
"AIDS deaths","2013","West Virginia","54","31","2.0"
"AIDS deaths","2014","West Virginia","54","29","1.8"
"AIDS deaths","2015","West Virginia","54","29","1.8"
"AIDS deaths","2016","West Virginia","54","33","2.1"
"AIDS deaths","2017","West Virginia","54","25","1.6"
"AIDS deaths","2018","West Virginia","54","38","2.5"
"AIDS deaths","2019","West Virginia","54","33","2.1"
"AIDS deaths","2020 (COVID-19 Pandemic)","West Virginia","54","34","2.2"
"AIDS prevalence","2008","West Virginia","54","730","47.4"
"AIDS prevalence","2009","West Virginia","54","756","48.9"
"AIDS prevalence","2010","West Virginia","54","889","56.3"
"AIDS prevalence","2011","West Virginia","54","934","59.0"
"AIDS prevalence","2012","West Virginia","54","990","62.5"
"AIDS prevalence","2013","West Virginia","54","969","61.3"
"AIDS prevalence","2014","West Virginia","54","986","62.4"
"AIDS prevalence","2015","West Virginia","54","954","60.6"
"AIDS prevalence","2016","West Virginia","54","977","62.4"
"AIDS prevalence","2017","West Virginia","54","986","63.4"
"AIDS prevalence","2018","West Virginia","54","1,003","64.9"
"AIDS prevalence","2019","West Virginia","54","1,018","66.1"
"AIDS prevalence","2020 (COVID-19 Pandemic)","West Virginia","54","1,027","67.0"
"HIV deaths","2008","West Virginia","54","44","2.9"
"HIV deaths","2009","West Virginia","54","36","2.3"
"HIV deaths","2010","West Virginia","54","27","1.7"
"HIV deaths","2011","West Virginia","54","37","2.3"
"HIV deaths","2012","West Virginia","54","37","2.3"
"HIV deaths","2013","West Virginia","54","42","2.7"
"HIV deaths","2014","West Virginia","54","38","2.4"
"HIV deaths","2015","West Virginia","54","31","2.0"
"HIV deaths","2016","West Virginia","54","40","2.6"
"HIV deaths","2017","West Virginia","54","31","2.0"
"HIV deaths","2018","West Virginia","54","47","3.0"
"HIV deaths","2019","West Virginia","54","47","3.1"
"HIV deaths","2020 (COVID-19 Pandemic)","West Virginia","54","51","3.3"
"HIV diagnoses","2008","West Virginia","54","82","5.3"
"HIV diagnoses","2009","West Virginia","54","73","4.7"
"HIV diagnoses","2010","West Virginia","54","73","4.6"
"HIV diagnoses","2011","West Virginia","54","85","5.4"
"HIV diagnoses","2012","West Virginia","54","78","4.9"
"HIV diagnoses","2013","West Virginia","54","74","4.7"
"HIV diagnoses","2014","West Virginia","54","84","5.3"
"HIV diagnoses","2015","West Virginia","54","71","4.5"
"HIV diagnoses","2016","West Virginia","54","68","4.3"
"HIV diagnoses","2017","West Virginia","54","77","4.9"
"HIV diagnoses","2018","West Virginia","54","86","5.6"
"HIV diagnoses","2019","West Virginia","54","148","9.6"
"HIV diagnoses","2020 (COVID-19 Pandemic)","West Virginia","54","139","9.1"
"HIV prevalence","2008","West Virginia","54","1,303","84.6"
"HIV prevalence","2009","West Virginia","54","1,342","86.9"
"HIV prevalence","2010","West Virginia","54","1,531","97.0"
"HIV prevalence","2011","West Virginia","54","1,624","102.7"
"HIV prevalence","2012","West Virginia","54","1,704","107.6"
"HIV prevalence","2013","West Virginia","54","1,677","106.0"
"HIV prevalence","2014","West Virginia","54","1,728","109.4"
"HIV prevalence","2015","West Virginia","54","1,693","107.6"
"HIV prevalence","2016","West Virginia","54","1,741","111.2"
"HIV prevalence","2017","West Virginia","54","1,792","115.2"
"HIV prevalence","2018","West Virginia","54","1,891","122.3"
"HIV prevalence","2019","West Virginia","54","1,992","129.4"
"HIV prevalence","2020 (COVID-19 Pandemic)","West Virginia","54","2,089","136.3"
"AIDS classifications","2008","Wisconsin","55","157","3.3"
"AIDS classifications","2009","Wisconsin","55","163","3.5"
"AIDS classifications","2010","Wisconsin","55","140","3.0"
"AIDS classifications","2011","Wisconsin","55","178","3.7"
"AIDS classifications","2012","Wisconsin","55","153","3.2"
"AIDS classifications","2013","Wisconsin","55","140","2.9"
"AIDS classifications","2014","Wisconsin","55","103","2.1"
"AIDS classifications","2015","Wisconsin","55","99","2.0"
"AIDS classifications","2016","Wisconsin","55","101","2.1"
"AIDS classifications","2017","Wisconsin","55","107","2.2"
"AIDS classifications","2018","Wisconsin","55","84","1.7"
"AIDS classifications","2019","Wisconsin","55","114","2.3"
"AIDS classifications","2020 (COVID-19 Pandemic)","Wisconsin","55","89","1.8"
"AIDS deaths","2008","Wisconsin","55","66","1.4"
"AIDS deaths","2009","Wisconsin","55","86","1.8"
"AIDS deaths","2010","Wisconsin","55","73","1.5"
"AIDS deaths","2011","Wisconsin","55","77","1.6"
"AIDS deaths","2012","Wisconsin","55","66","1.4"
"AIDS deaths","2013","Wisconsin","55","73","1.5"
"AIDS deaths","2014","Wisconsin","55","78","1.6"
"AIDS deaths","2015","Wisconsin","55","66","1.4"
"AIDS deaths","2016","Wisconsin","55","68","1.4"
"AIDS deaths","2017","Wisconsin","55","77","1.6"
"AIDS deaths","2018","Wisconsin","55","65","1.3"
"AIDS deaths","2019","Wisconsin","55","66","1.3"
"AIDS deaths","2020 (COVID-19 Pandemic)","Wisconsin","55","75","1.5"
"AIDS prevalence","2008","Wisconsin","55","2,234","47.6"
"AIDS prevalence","2009","Wisconsin","55","2,323","49.2"
"AIDS prevalence","2010","Wisconsin","55","2,409","50.8"
"AIDS prevalence","2011","Wisconsin","55","2,516","52.9"
"AIDS prevalence","2012","Wisconsin","55","2,585","54.1"
"AIDS prevalence","2013","Wisconsin","55","2,909","60.5"
"AIDS prevalence","2014","Wisconsin","55","2,920","60.5"
"AIDS prevalence","2015","Wisconsin","55","2,892","59.7"
"AIDS prevalence","2016","Wisconsin","55","2,929","60.3"
"AIDS prevalence","2017","Wisconsin","55","2,993","61.3"
"AIDS prevalence","2018","Wisconsin","55","3,003","61.2"
"AIDS prevalence","2019","Wisconsin","55","3,083","62.6"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Wisconsin","55","3,126","63.2"
"HIV deaths","2008","Wisconsin","55","81","1.7"
"HIV deaths","2009","Wisconsin","55","102","2.2"
"HIV deaths","2010","Wisconsin","55","92","1.9"
"HIV deaths","2011","Wisconsin","55","96","2.0"
"HIV deaths","2012","Wisconsin","55","84","1.8"
"HIV deaths","2013","Wisconsin","55","89","1.9"
"HIV deaths","2014","Wisconsin","55","91","1.9"
"HIV deaths","2015","Wisconsin","55","83","1.7"
"HIV deaths","2016","Wisconsin","55","87","1.8"
"HIV deaths","2017","Wisconsin","55","101","2.1"
"HIV deaths","2018","Wisconsin","55","91","1.9"
"HIV deaths","2019","Wisconsin","55","88","1.8"
"HIV deaths","2020 (COVID-19 Pandemic)","Wisconsin","55","98","2.0"
"HIV diagnoses","2008","Wisconsin","55","238","5.1"
"HIV diagnoses","2009","Wisconsin","55","277","5.9"
"HIV diagnoses","2010","Wisconsin","55","251","5.3"
"HIV diagnoses","2011","Wisconsin","55","238","5.0"
"HIV diagnoses","2012","Wisconsin","55","217","4.5"
"HIV diagnoses","2013","Wisconsin","55","243","5.1"
"HIV diagnoses","2014","Wisconsin","55","217","4.5"
"HIV diagnoses","2015","Wisconsin","55","225","4.6"
"HIV diagnoses","2016","Wisconsin","55","229","4.7"
"HIV diagnoses","2017","Wisconsin","55","260","5.3"
"HIV diagnoses","2018","Wisconsin","55","206","4.2"
"HIV diagnoses","2019","Wisconsin","55","212","4.3"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Wisconsin","55","213","4.3"
"HIV prevalence","2008","Wisconsin","55","4,587","97.7"
"HIV prevalence","2009","Wisconsin","55","4,771","101.0"
"HIV prevalence","2010","Wisconsin","55","4,786","101.0"
"HIV prevalence","2011","Wisconsin","55","4,942","103.8"
"HIV prevalence","2012","Wisconsin","55","5,044","105.5"
"HIV prevalence","2013","Wisconsin","55","5,590","116.3"
"HIV prevalence","2014","Wisconsin","55","5,687","117.8"
"HIV prevalence","2015","Wisconsin","55","5,766","119.1"
"HIV prevalence","2016","Wisconsin","55","5,910","121.6"
"HIV prevalence","2017","Wisconsin","55","6,132","125.6"
"HIV prevalence","2018","Wisconsin","55","6,273","127.9"
"HIV prevalence","2019","Wisconsin","55","6,478","131.5"
